teryt_powiat,powiat,rok,populacja_65plus,zmienna_id,zmienna_nazwa
020811408000,Powiat świebodziński,2017,0,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2018,0,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2019,0,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2020,0,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2021,0,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2022,1960,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2023,0,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2015,550,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2016,0,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2017,780,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2018,30,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2019,360,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2020,0,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2021,1846,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2022,0,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2023,50,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2015,4029,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2016,0,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2017,0,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2018,0,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2019,0,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2020,0,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2021,0,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2022,0,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2023,0,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2015,0,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2016,0,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2017,10,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2018,120,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2019,0,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2020,0,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2021,0,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2022,895,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2023,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2015,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2016,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2017,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2018,221,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2019,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2020,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2021,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2022,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2023,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2015,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2016,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2017,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2018,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2019,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2020,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2021,6,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2022,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2023,0,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2015,1152,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2016,720,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2017,1320,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2018,0,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2019,0,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2020,49,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2021,0,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2022,0,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2023,2160,2137,Ludność w wieku 65 lat i więcej
023015707000,Powiat kaliski,2015,1374,2137,Ludność w wieku 65 lat i więcej
023015707000,Powiat kaliski,2016,0,2137,Ludność w wieku 65 lat i więcej
023015707000,Powiat kaliski,2017,833,2137,Ludność w wieku 65 lat i więcej
023015707000,Powiat kaliski,2018,0,2137,Ludność w wieku 65 lat i więcej
023015707000,Powiat kaliski,2019,0,2137,Ludność w wieku 65 lat i więcej
023015707000,Powiat kaliski,2020,0,2137,Ludność w wieku 65 lat i więcej
023015707000,Powiat kaliski,2021,240,2137,Ludność w wieku 65 lat i więcej
023015707000,Powiat kaliski,2022,486,2137,Ludność w wieku 65 lat i więcej
023015707000,Powiat kaliski,2023,0,2137,Ludność w wieku 65 lat i więcej
023015708000,Powiat kępiński,2015,0,2137,Ludność w wieku 65 lat i więcej
023015708000,Powiat kępiński,2016,0,2137,Ludność w wieku 65 lat i więcej
023015708000,Powiat kępiński,2017,0,2137,Ludność w wieku 65 lat i więcej
023015708000,Powiat kępiński,2018,0,2137,Ludność w wieku 65 lat i więcej
023015708000,Powiat kępiński,2019,0,2137,Ludność w wieku 65 lat i więcej
023015708000,Powiat kępiński,2020,0,2137,Ludność w wieku 65 lat i więcej
023015708000,Powiat kępiński,2021,0,2137,Ludność w wieku 65 lat i więcej
023015708000,Powiat kępiński,2022,0,2137,Ludność w wieku 65 lat i więcej
023015708000,Powiat kępiński,2023,0,2137,Ludność w wieku 65 lat i więcej
023015712000,Powiat krotoszyński,2015,0,2137,Ludność w wieku 65 lat i więcej
023015712000,Powiat krotoszyński,2016,0,2137,Ludność w wieku 65 lat i więcej
023015712000,Powiat krotoszyński,2017,0,2137,Ludność w wieku 65 lat i więcej
023015712000,Powiat krotoszyński,2018,0,2137,Ludność w wieku 65 lat i więcej
023015712000,Powiat krotoszyński,2019,0,2137,Ludność w wieku 65 lat i więcej
023015712000,Powiat krotoszyński,2020,0,2137,Ludność w wieku 65 lat i więcej
023015712000,Powiat krotoszyński,2021,0,2137,Ludność w wieku 65 lat i więcej
023015712000,Powiat krotoszyński,2022,0,2137,Ludność w wieku 65 lat i więcej
023015712000,Powiat krotoszyński,2023,0,2137,Ludność w wieku 65 lat i więcej
023015717000,Powiat ostrowski,2015,0,2137,Ludność w wieku 65 lat i więcej
023015717000,Powiat ostrowski,2016,0,2137,Ludność w wieku 65 lat i więcej
023015717000,Powiat ostrowski,2017,0,2137,Ludność w wieku 65 lat i więcej
023015717000,Powiat ostrowski,2018,0,2137,Ludność w wieku 65 lat i więcej
023015717000,Powiat ostrowski,2019,0,2137,Ludność w wieku 65 lat i więcej
023015717000,Powiat ostrowski,2020,0,2137,Ludność w wieku 65 lat i więcej
023015717000,Powiat ostrowski,2021,0,2137,Ludność w wieku 65 lat i więcej
023015717000,Powiat ostrowski,2022,0,2137,Ludność w wieku 65 lat i więcej
023015717000,Powiat ostrowski,2023,0,2137,Ludność w wieku 65 lat i więcej
023015718000,Powiat ostrzeszowski,2015,0,2137,Ludność w wieku 65 lat i więcej
023015718000,Powiat ostrzeszowski,2016,0,2137,Ludność w wieku 65 lat i więcej
023015718000,Powiat ostrzeszowski,2017,0,2137,Ludność w wieku 65 lat i więcej
023015718000,Powiat ostrzeszowski,2018,0,2137,Ludność w wieku 65 lat i więcej
023015718000,Powiat ostrzeszowski,2019,0,2137,Ludność w wieku 65 lat i więcej
023015718000,Powiat ostrzeszowski,2020,0,2137,Ludność w wieku 65 lat i więcej
023015718000,Powiat ostrzeszowski,2021,0,2137,Ludność w wieku 65 lat i więcej
023015718000,Powiat ostrzeszowski,2022,1320,2137,Ludność w wieku 65 lat i więcej
023015718000,Powiat ostrzeszowski,2023,0,2137,Ludność w wieku 65 lat i więcej
023015720000,Powiat pleszewski,2015,0,2137,Ludność w wieku 65 lat i więcej
023015720000,Powiat pleszewski,2016,0,2137,Ludność w wieku 65 lat i więcej
023015720000,Powiat pleszewski,2017,0,2137,Ludność w wieku 65 lat i więcej
023015720000,Powiat pleszewski,2018,0,2137,Ludność w wieku 65 lat i więcej
023015720000,Powiat pleszewski,2019,0,2137,Ludność w wieku 65 lat i więcej
023015720000,Powiat pleszewski,2020,0,2137,Ludność w wieku 65 lat i więcej
023015720000,Powiat pleszewski,2021,0,2137,Ludność w wieku 65 lat i więcej
023015720000,Powiat pleszewski,2022,0,2137,Ludność w wieku 65 lat i więcej
023015720000,Powiat pleszewski,2023,0,2137,Ludność w wieku 65 lat i więcej
023015761000,Powiat m. Kalisz,2015,0,2137,Ludność w wieku 65 lat i więcej
023015761000,Powiat m. Kalisz,2016,0,2137,Ludność w wieku 65 lat i więcej
023015761000,Powiat m. Kalisz,2017,0,2137,Ludność w wieku 65 lat i więcej
023015761000,Powiat m. Kalisz,2018,0,2137,Ludność w wieku 65 lat i więcej
023015761000,Powiat m. Kalisz,2019,0,2137,Ludność w wieku 65 lat i więcej
023015761000,Powiat m. Kalisz,2020,0,2137,Ludność w wieku 65 lat i więcej
023015761000,Powiat m. Kalisz,2021,0,2137,Ludność w wieku 65 lat i więcej
023015761000,Powiat m. Kalisz,2022,0,2137,Ludność w wieku 65 lat i więcej
023015761000,Powiat m. Kalisz,2023,0,2137,Ludność w wieku 65 lat i więcej
023015803000,Powiat gnieźnieński,2015,0,2137,Ludność w wieku 65 lat i więcej
023015803000,Powiat gnieźnieński,2016,0,2137,Ludność w wieku 65 lat i więcej
023015803000,Powiat gnieźnieński,2017,0,2137,Ludność w wieku 65 lat i więcej
023015803000,Powiat gnieźnieński,2018,960,2137,Ludność w wieku 65 lat i więcej
023015803000,Powiat gnieźnieński,2019,0,2137,Ludność w wieku 65 lat i więcej
023015803000,Powiat gnieźnieński,2020,33,2137,Ludność w wieku 65 lat i więcej
023015803000,Powiat gnieźnieński,2021,0,2137,Ludność w wieku 65 lat i więcej
023015803000,Powiat gnieźnieński,2022,0,2137,Ludność w wieku 65 lat i więcej
023015803000,Powiat gnieźnieński,2023,0,2137,Ludność w wieku 65 lat i więcej
023015809000,Powiat kolski,2015,0,2137,Ludność w wieku 65 lat i więcej
023015809000,Powiat kolski,2016,0,2137,Ludność w wieku 65 lat i więcej
023015809000,Powiat kolski,2017,500,2137,Ludność w wieku 65 lat i więcej
023015809000,Powiat kolski,2018,0,2137,Ludność w wieku 65 lat i więcej
023015809000,Powiat kolski,2019,4240,2137,Ludność w wieku 65 lat i więcej
023015809000,Powiat kolski,2020,0,2137,Ludność w wieku 65 lat i więcej
023015809000,Powiat kolski,2021,0,2137,Ludność w wieku 65 lat i więcej
023015809000,Powiat kolski,2022,0,2137,Ludność w wieku 65 lat i więcej
023015809000,Powiat kolski,2023,1003,2137,Ludność w wieku 65 lat i więcej
023015810000,Powiat koniński,2015,1200,2137,Ludność w wieku 65 lat i więcej
023015810000,Powiat koniński,2016,0,2137,Ludność w wieku 65 lat i więcej
023015810000,Powiat koniński,2017,0,2137,Ludność w wieku 65 lat i więcej
023015810000,Powiat koniński,2018,1097,2137,Ludność w wieku 65 lat i więcej
023015810000,Powiat koniński,2019,0,2137,Ludność w wieku 65 lat i więcej
023015810000,Powiat koniński,2020,1512,2137,Ludność w wieku 65 lat i więcej
023015810000,Powiat koniński,2021,458,2137,Ludność w wieku 65 lat i więcej
023015810000,Powiat koniński,2022,696,2137,Ludność w wieku 65 lat i więcej
023015810000,Powiat koniński,2023,1111,2137,Ludność w wieku 65 lat i więcej
023015823000,Powiat słupecki,2015,0,2137,Ludność w wieku 65 lat i więcej
023015823000,Powiat słupecki,2016,0,2137,Ludność w wieku 65 lat i więcej
023015823000,Powiat słupecki,2017,0,2137,Ludność w wieku 65 lat i więcej
023015823000,Powiat słupecki,2018,0,2137,Ludność w wieku 65 lat i więcej
023015823000,Powiat słupecki,2019,0,2137,Ludność w wieku 65 lat i więcej
023015823000,Powiat słupecki,2020,0,2137,Ludność w wieku 65 lat i więcej
023015823000,Powiat słupecki,2021,339,2137,Ludność w wieku 65 lat i więcej
023015823000,Powiat słupecki,2022,0,2137,Ludność w wieku 65 lat i więcej
023015823000,Powiat słupecki,2023,0,2137,Ludność w wieku 65 lat i więcej
023015827000,Powiat turecki,2015,200,2137,Ludność w wieku 65 lat i więcej
023015827000,Powiat turecki,2016,0,2137,Ludność w wieku 65 lat i więcej
023015827000,Powiat turecki,2017,280,2137,Ludność w wieku 65 lat i więcej
023015827000,Powiat turecki,2018,0,2137,Ludność w wieku 65 lat i więcej
023015827000,Powiat turecki,2019,335,2137,Ludność w wieku 65 lat i więcej
023015827000,Powiat turecki,2020,0,2137,Ludność w wieku 65 lat i więcej
023015827000,Powiat turecki,2021,0,2137,Ludność w wieku 65 lat i więcej
023015827000,Powiat turecki,2022,0,2137,Ludność w wieku 65 lat i więcej
023015827000,Powiat turecki,2023,0,2137,Ludność w wieku 65 lat i więcej
023015830000,Powiat wrzesiński,2015,0,2137,Ludność w wieku 65 lat i więcej
023015830000,Powiat wrzesiński,2016,0,2137,Ludność w wieku 65 lat i więcej
023015830000,Powiat wrzesiński,2017,0,2137,Ludność w wieku 65 lat i więcej
023015830000,Powiat wrzesiński,2018,0,2137,Ludność w wieku 65 lat i więcej
023015830000,Powiat wrzesiński,2019,45,2137,Ludność w wieku 65 lat i więcej
023015830000,Powiat wrzesiński,2020,0,2137,Ludność w wieku 65 lat i więcej
023015830000,Powiat wrzesiński,2021,0,2137,Ludność w wieku 65 lat i więcej
023015830000,Powiat wrzesiński,2022,0,2137,Ludność w wieku 65 lat i więcej
023015830000,Powiat wrzesiński,2023,13,2137,Ludność w wieku 65 lat i więcej
023015862000,Powiat m. Konin,2015,0,2137,Ludność w wieku 65 lat i więcej
023015862000,Powiat m. Konin,2016,0,2137,Ludność w wieku 65 lat i więcej
023015862000,Powiat m. Konin,2017,0,2137,Ludność w wieku 65 lat i więcej
023015862000,Powiat m. Konin,2018,0,2137,Ludność w wieku 65 lat i więcej
023015862000,Powiat m. Konin,2019,0,2137,Ludność w wieku 65 lat i więcej
023015862000,Powiat m. Konin,2020,0,2137,Ludność w wieku 65 lat i więcej
023015862000,Powiat m. Konin,2021,0,2137,Ludność w wieku 65 lat i więcej
023015862000,Powiat m. Konin,2022,0,2137,Ludność w wieku 65 lat i więcej
023015862000,Powiat m. Konin,2023,0,2137,Ludność w wieku 65 lat i więcej
023015904000,Powiat gostyński,2015,0,2137,Ludność w wieku 65 lat i więcej
023015904000,Powiat gostyński,2016,0,2137,Ludność w wieku 65 lat i więcej
023015904000,Powiat gostyński,2017,0,2137,Ludność w wieku 65 lat i więcej
023015904000,Powiat gostyński,2018,2000,2137,Ludność w wieku 65 lat i więcej
023015904000,Powiat gostyński,2019,0,2137,Ludność w wieku 65 lat i więcej
023015904000,Powiat gostyński,2020,0,2137,Ludność w wieku 65 lat i więcej
023015904000,Powiat gostyński,2021,0,2137,Ludność w wieku 65 lat i więcej
023015904000,Powiat gostyński,2022,0,2137,Ludność w wieku 65 lat i więcej
023015904000,Powiat gostyński,2023,0,2137,Ludność w wieku 65 lat i więcej
023015905000,Powiat grodziski,2015,0,2137,Ludność w wieku 65 lat i więcej
023015905000,Powiat grodziski,2016,0,2137,Ludność w wieku 65 lat i więcej
023015905000,Powiat grodziski,2017,0,2137,Ludność w wieku 65 lat i więcej
023015905000,Powiat grodziski,2018,0,2137,Ludność w wieku 65 lat i więcej
023015905000,Powiat grodziski,2019,0,2137,Ludność w wieku 65 lat i więcej
023015905000,Powiat grodziski,2020,0,2137,Ludność w wieku 65 lat i więcej
023015905000,Powiat grodziski,2021,0,2137,Ludność w wieku 65 lat i więcej
023015905000,Powiat grodziski,2022,2,2137,Ludność w wieku 65 lat i więcej
023015905000,Powiat grodziski,2023,0,2137,Ludność w wieku 65 lat i więcej
023015911000,Powiat kościański,2015,0,2137,Ludność w wieku 65 lat i więcej
023015911000,Powiat kościański,2016,0,2137,Ludność w wieku 65 lat i więcej
023015911000,Powiat kościański,2017,0,2137,Ludność w wieku 65 lat i więcej
023015911000,Powiat kościański,2018,585,2137,Ludność w wieku 65 lat i więcej
023015911000,Powiat kościański,2019,0,2137,Ludność w wieku 65 lat i więcej
023015911000,Powiat kościański,2020,0,2137,Ludność w wieku 65 lat i więcej
023015911000,Powiat kościański,2021,0,2137,Ludność w wieku 65 lat i więcej
023015911000,Powiat kościański,2022,2880,2137,Ludność w wieku 65 lat i więcej
023015911000,Powiat kościański,2023,0,2137,Ludność w wieku 65 lat i więcej
023015913000,Powiat leszczyński,2015,960,2137,Ludność w wieku 65 lat i więcej
023015913000,Powiat leszczyński,2016,0,2137,Ludność w wieku 65 lat i więcej
023015913000,Powiat leszczyński,2017,0,2137,Ludność w wieku 65 lat i więcej
023015913000,Powiat leszczyński,2018,0,2137,Ludność w wieku 65 lat i więcej
023015913000,Powiat leszczyński,2019,0,2137,Ludność w wieku 65 lat i więcej
023015913000,Powiat leszczyński,2020,0,2137,Ludność w wieku 65 lat i więcej
023015913000,Powiat leszczyński,2021,0,2137,Ludność w wieku 65 lat i więcej
023015913000,Powiat leszczyński,2022,0,2137,Ludność w wieku 65 lat i więcej
023015913000,Powiat leszczyński,2023,0,2137,Ludność w wieku 65 lat i więcej
023015914000,Powiat międzychodzki,2015,0,2137,Ludność w wieku 65 lat i więcej
023015914000,Powiat międzychodzki,2016,0,2137,Ludność w wieku 65 lat i więcej
023015914000,Powiat międzychodzki,2017,0,2137,Ludność w wieku 65 lat i więcej
023015914000,Powiat międzychodzki,2018,0,2137,Ludność w wieku 65 lat i więcej
023015914000,Powiat międzychodzki,2019,0,2137,Ludność w wieku 65 lat i więcej
023015914000,Powiat międzychodzki,2020,0,2137,Ludność w wieku 65 lat i więcej
023015914000,Powiat międzychodzki,2021,0,2137,Ludność w wieku 65 lat i więcej
023015914000,Powiat międzychodzki,2022,0,2137,Ludność w wieku 65 lat i więcej
023015914000,Powiat międzychodzki,2023,2769,2137,Ludność w wieku 65 lat i więcej
023015915000,Powiat nowotomyski,2015,0,2137,Ludność w wieku 65 lat i więcej
023015915000,Powiat nowotomyski,2016,280,2137,Ludność w wieku 65 lat i więcej
023015915000,Powiat nowotomyski,2017,0,2137,Ludność w wieku 65 lat i więcej
023015915000,Powiat nowotomyski,2018,0,2137,Ludność w wieku 65 lat i więcej
023015915000,Powiat nowotomyski,2019,0,2137,Ludność w wieku 65 lat i więcej
023015915000,Powiat nowotomyski,2020,0,2137,Ludność w wieku 65 lat i więcej
023015915000,Powiat nowotomyski,2021,15,2137,Ludność w wieku 65 lat i więcej
023015915000,Powiat nowotomyski,2022,0,2137,Ludność w wieku 65 lat i więcej
023015915000,Powiat nowotomyski,2023,1200,2137,Ludność w wieku 65 lat i więcej
023015922000,Powiat rawicki,2015,0,2137,Ludność w wieku 65 lat i więcej
023015922000,Powiat rawicki,2016,0,2137,Ludność w wieku 65 lat i więcej
023015922000,Powiat rawicki,2017,0,2137,Ludność w wieku 65 lat i więcej
023015922000,Powiat rawicki,2018,0,2137,Ludność w wieku 65 lat i więcej
023015922000,Powiat rawicki,2019,0,2137,Ludność w wieku 65 lat i więcej
023015922000,Powiat rawicki,2020,0,2137,Ludność w wieku 65 lat i więcej
023015922000,Powiat rawicki,2021,0,2137,Ludność w wieku 65 lat i więcej
023015922000,Powiat rawicki,2022,0,2137,Ludność w wieku 65 lat i więcej
023015922000,Powiat rawicki,2023,50,2137,Ludność w wieku 65 lat i więcej
023015929000,Powiat wolsztyński,2015,0,2137,Ludność w wieku 65 lat i więcej
023015929000,Powiat wolsztyński,2016,0,2137,Ludność w wieku 65 lat i więcej
023015929000,Powiat wolsztyński,2017,0,2137,Ludność w wieku 65 lat i więcej
023015929000,Powiat wolsztyński,2018,0,2137,Ludność w wieku 65 lat i więcej
023015929000,Powiat wolsztyński,2019,0,2137,Ludność w wieku 65 lat i więcej
023015929000,Powiat wolsztyński,2020,0,2137,Ludność w wieku 65 lat i więcej
023015929000,Powiat wolsztyński,2021,0,2137,Ludność w wieku 65 lat i więcej
023015929000,Powiat wolsztyński,2022,0,2137,Ludność w wieku 65 lat i więcej
023015929000,Powiat wolsztyński,2023,0,2137,Ludność w wieku 65 lat i więcej
023015963000,Powiat m. Leszno,2015,0,2137,Ludność w wieku 65 lat i więcej
023015963000,Powiat m. Leszno,2016,0,2137,Ludność w wieku 65 lat i więcej
023015963000,Powiat m. Leszno,2017,0,2137,Ludność w wieku 65 lat i więcej
023015963000,Powiat m. Leszno,2018,0,2137,Ludność w wieku 65 lat i więcej
023015963000,Powiat m. Leszno,2019,0,2137,Ludność w wieku 65 lat i więcej
023015963000,Powiat m. Leszno,2020,0,2137,Ludność w wieku 65 lat i więcej
023015963000,Powiat m. Leszno,2021,0,2137,Ludność w wieku 65 lat i więcej
023015963000,Powiat m. Leszno,2022,0,2137,Ludność w wieku 65 lat i więcej
023015963000,Powiat m. Leszno,2023,0,2137,Ludność w wieku 65 lat i więcej
023016001000,Powiat chodzieski,2015,271,2137,Ludność w wieku 65 lat i więcej
023016001000,Powiat chodzieski,2016,0,2137,Ludność w wieku 65 lat i więcej
023016001000,Powiat chodzieski,2017,0,2137,Ludność w wieku 65 lat i więcej
023016001000,Powiat chodzieski,2018,0,2137,Ludność w wieku 65 lat i więcej
023016001000,Powiat chodzieski,2019,0,2137,Ludność w wieku 65 lat i więcej
023016001000,Powiat chodzieski,2020,0,2137,Ludność w wieku 65 lat i więcej
023016001000,Powiat chodzieski,2021,0,2137,Ludność w wieku 65 lat i więcej
023016001000,Powiat chodzieski,2022,0,2137,Ludność w wieku 65 lat i więcej
023016001000,Powiat chodzieski,2023,0,2137,Ludność w wieku 65 lat i więcej
023016002000,Powiat czarnkowsko-trzcianecki,2015,0,2137,Ludność w wieku 65 lat i więcej
023016002000,Powiat czarnkowsko-trzcianecki,2016,0,2137,Ludność w wieku 65 lat i więcej
023016002000,Powiat czarnkowsko-trzcianecki,2017,0,2137,Ludność w wieku 65 lat i więcej
023016002000,Powiat czarnkowsko-trzcianecki,2018,467,2137,Ludność w wieku 65 lat i więcej
023016002000,Powiat czarnkowsko-trzcianecki,2019,0,2137,Ludność w wieku 65 lat i więcej
023016002000,Powiat czarnkowsko-trzcianecki,2020,195,2137,Ludność w wieku 65 lat i więcej
023016002000,Powiat czarnkowsko-trzcianecki,2021,0,2137,Ludność w wieku 65 lat i więcej
023016002000,Powiat czarnkowsko-trzcianecki,2022,0,2137,Ludność w wieku 65 lat i więcej
023016002000,Powiat czarnkowsko-trzcianecki,2023,0,2137,Ludność w wieku 65 lat i więcej
023016019000,Powiat pilski,2015,0,2137,Ludność w wieku 65 lat i więcej
023016019000,Powiat pilski,2016,960,2137,Ludność w wieku 65 lat i więcej
023016019000,Powiat pilski,2017,0,2137,Ludność w wieku 65 lat i więcej
023016019000,Powiat pilski,2018,0,2137,Ludność w wieku 65 lat i więcej
023016019000,Powiat pilski,2019,0,2137,Ludność w wieku 65 lat i więcej
023016019000,Powiat pilski,2020,0,2137,Ludność w wieku 65 lat i więcej
023016019000,Powiat pilski,2021,0,2137,Ludność w wieku 65 lat i więcej
023016019000,Powiat pilski,2022,0,2137,Ludność w wieku 65 lat i więcej
023016019000,Powiat pilski,2023,570,2137,Ludność w wieku 65 lat i więcej
023016028000,Powiat wągrowiecki,2015,0,2137,Ludność w wieku 65 lat i więcej
023016028000,Powiat wągrowiecki,2016,0,2137,Ludność w wieku 65 lat i więcej
023016028000,Powiat wągrowiecki,2017,0,2137,Ludność w wieku 65 lat i więcej
023016028000,Powiat wągrowiecki,2018,0,2137,Ludność w wieku 65 lat i więcej
023016028000,Powiat wągrowiecki,2019,0,2137,Ludność w wieku 65 lat i więcej
023016028000,Powiat wągrowiecki,2020,0,2137,Ludność w wieku 65 lat i więcej
023016028000,Powiat wągrowiecki,2021,15,2137,Ludność w wieku 65 lat i więcej
023016028000,Powiat wągrowiecki,2022,0,2137,Ludność w wieku 65 lat i więcej
023016028000,Powiat wągrowiecki,2023,2880,2137,Ludność w wieku 65 lat i więcej
